Date,Average
04/15/2016,रू २७.००
04/16/2016,रू २६.००
04/17/2016,रू २८.००
04/18/2016,रू २८.००
04/19/2016,रू २८.००
04/20/2016,रू २८.००
04/21/2016,रू २८.००
04/22/2016,रू २८.००
04/23/2016,रू २४.००
04/24/2016,रू २६.००
04/25/2016,रू २८.००
04/26/2016,रू २८.००
04/27/2016,रू २८.००
04/28/2016,रू २७.००
04/29/2016,रू २८.००
04/30/2016,रू २८.००
05/01/2016,रू २७.००
05/02/2016,रू ३१.००
05/03/2016,रू ३१.००
05/04/2016,रू ३०.००
05/05/2016,रू ३०.००
05/06/2016,रू ३०.००
05/07/2016,रू ३०.००
05/08/2016,रू ३०.००
05/09/2016,रू ३३.००
05/10/2016,रू ३३.००
05/11/2016,रू ३३.००
05/12/2016,रू ३३.००
05/13/2016,रू ३८.००
05/14/2016,रू ३८.००
05/15/2016,रू ३८.००
05/16/2016,रू ३८.००
05/17/2016,रू ३५.००
05/18/2016,रू ३६.००
05/19/2016,रू ३६.००
05/20/2016,रू ३५.००
05/21/2016,रू ३४.००
05/22/2016,रू ३५.००
05/23/2016,रू ३५.००
05/24/2016,रू ३८.००
05/25/2016,रू ३५.००
05/26/2016,रू ३५.००
05/27/2016,रू ३३.००
05/28/2016,रू ३५.००
05/29/2016,रू ३५.००
05/30/2016,रू ३५.००
05/31/2016,रू ३५.००
06/01/2016,रू ३५.००
06/02/2016,रू ३६.००
06/03/2016,रू ३५.००
06/04/2016,रू ३४.००
06/05/2016,रू ३५.००
06/06/2016,रू ३५.००
06/07/2016,रू ३५.००
06/08/2016,रू ३५.००
06/09/2016,रू ३६.००
06/10/2016,रू ३५.००
06/11/2016,रू ३५.००
06/12/2016,रू ३५.००
06/13/2016,रू ३४.००
06/14/2016,रू ३६.००
06/15/2016,रू ३६.००
06/16/2016,रू ३६.००
06/17/2016,रू ३५.००
06/18/2016,रू ३५.००
06/19/2016,रू ३५.००
06/20/2016,रू ३५.००
06/21/2016,रू ३५.००
06/22/2016,रू ३५.००
06/23/2016,रू ३५.००
06/24/2016,रू ३५.००
06/25/2016,रू ३६.००
06/26/2016,रू ३५.००
06/27/2016,रू ३७.००
06/28/2016,रू ३६.००
06/29/2016,रू ३५.००
06/30/2016,रू ३५.००
07/01/2016,रू ३५.००
07/02/2016,रू ३७.००
07/03/2016,रू ३५.००
07/04/2016,रू ३५.००
07/05/2016,रू ३५.००
07/06/2016,रू ३५.००
07/07/2016,रू ३५.००
07/08/2016,रू ३५.००
07/09/2016,रू ३६.००
07/10/2016,रू ४२.००
07/11/2016,रू ४२.००
07/12/2016,रू ४२.००
07/13/2016,रू ४२.००
07/14/2016,रू ४२.००
07/15/2016,रू ४१.००
07/16/2016,रू ३९.००
07/17/2016,रू ४०.००
07/18/2016,रू ४०.००
07/19/2016,रू ४०.००
07/20/2016,रू ४१.००
07/21/2016,रू ३८.००
07/22/2016,रू ३८.००
07/23/2016,रू ३७.००
07/24/2016,रू ३७.००
07/25/2016,रू ३६.००
07/26/2016,रू ३६.००
07/27/2016,रू ३६.००
07/28/2016,रू ३६.००
07/29/2016,रू ३६.००
07/30/2016,रू ३६.००
07/31/2016,रू ३६.००
08/01/2016,रू ३६.००
08/02/2016,रू ४३.००
08/03/2016,रू ३७.००
08/04/2016,रू ३८.००
08/05/2016,रू ३८.००
08/06/2016,रू ३८.००
08/07/2016,रू ३८.००
08/08/2016,रू ३८.००
08/09/2016,रू ४२.००
08/10/2016,रू ४२.००
08/11/2016,रू ४२.००
08/12/2016,रू ४२.००
08/13/2016,रू ४२.००
08/14/2016,रू ४२.००
08/15/2016,रू ४२.००
08/16/2016,रू ४२.००
08/17/2016,रू ४२.००
08/18/2016,रू ४२.००
08/19/2016,रू ४२.००
08/20/2016,रू ४२.००
08/21/2016,रू ४२.००
08/22/2016,रू ४२.००
08/23/2016,रू ४२.००
08/24/2016,रू ४२.००
08/25/2016,रू ४३.००
08/26/2016,रू ३९.००
08/27/2016,रू ३८.००
08/28/2016,रू ३९.००
08/29/2016,रू ३८.००
08/30/2016,रू ३८.००
08/31/2016,रू ३८.००
09/01/2016,रू ३८.००
09/02/2016,रू ३८.००
09/03/2016,रू ३८.००
09/04/2016,रू ३८.००
09/05/2016,रू ३८.००
09/06/2016,रू ३८.००
09/07/2016,रू ३८.००
09/08/2016,रू ३८.००
09/09/2016,रू ३८.००
09/10/2016,रू ३८.००
09/11/2016,रू ३८.००
09/12/2016,रू ३८.००
09/13/2016,रू ३८.००
09/14/2016,रू ३८.००
09/15/2016,रू ३८.००
09/16/2016,रू ३८.००
09/17/2016,रू ३८.००
09/18/2016,रू ३८.००
09/19/2016,रू ३८.००
09/20/2016,रू ३८.००
09/21/2016,रू ३८.००
09/22/2016,रू ३८.००
09/23/2016,रू ३८.००
09/24/2016,रू ३८.००
09/25/2016,रू ३६.००
09/26/2016,रू ३६.००
09/27/2016,रू ३६.००
09/28/2016,रू ३६.००
09/29/2016,रू ३६.००
09/30/2016,रू ३६.००
10/01/2016,रू ३६.००
10/02/2016,रू ३६.००
10/03/2016,रू ३६.००
10/04/2016,रू ३६.००
10/05/2016,रू ३६.००
10/06/2016,रू ३६.००
10/07/2016,रू ३६.००
10/08/2016,रू ३६.००
10/09/2016,रू ३६.००
10/10/2016,रू ३६.००
10/11/2016,रू ३६.००
10/12/2016,रू ३६.००
10/13/2016,रू ३६.००
10/14/2016,रू ३६.००
10/15/2016,रू ३६.००
10/16/2016,रू ३६.००
10/17/2016,रू ३६.००
10/18/2016,रू ३६.००
10/19/2016,रू ३६.००
10/20/2016,रू ३६.००
10/21/2016,रू ३६.००
10/22/2016,रू ३६.००
10/23/2016,रू ३८.००
10/24/2016,रू ३७.००
10/25/2016,रू ३८.००
10/26/2016,रू ३८.००
10/27/2016,रू ३८.००
10/28/2016,रू ३८.००
10/29/2016,रू ३८.००
10/30/2016,रू ३८.००
10/31/2016,रू ३८.००
11/01/2016,रू ३८.००
11/02/2016,रू ३८.००
11/03/2016,रू ५८.००
11/04/2016,रू ५८.००
11/05/2016,रू ५८.००
11/06/2016,रू ५८.००
11/07/2016,रू ४८.००
11/08/2016,रू ४८.००
11/09/2016,रू ४८.००
11/10/2016,रू ४२.००
11/11/2016,रू ४२.००
11/12/2016,रू ४२.००
11/13/2016,रू ४२.००
11/14/2016,रू ४२.००
11/15/2016,रू ३८.००
11/16/2016,रू ३८.००
11/17/2016,रू ३८.००
11/18/2016,रू ३८.००
11/19/2016,रू ३८.००
11/20/2016,रू ३८.००
11/21/2016,रू ३८.००
11/22/2016,रू ३८.००
11/23/2016,रू ३८.००
11/24/2016,रू ३८.००
11/25/2016,रू ३६.००
11/26/2016,रू ३६.००
11/27/2016,रू ३६.००
11/28/2016,रू ३६.००
11/29/2016,रू ३४.००
11/30/2016,रू ३३.००
12/01/2016,रू ३३.००
12/02/2016,रू ३३.००
12/03/2016,रू ३२.००
12/04/2016,रू ३३.००
12/05/2016,रू ३३.००
12/06/2016,रू ३३.००
12/07/2016,रू ३३.००
12/08/2016,रू ३३.००
12/09/2016,रू ३३.००
12/10/2016,रू ३३.००
12/11/2016,रू ३३.००
12/12/2016,रू ३०.००
12/13/2016,रू ३०.००
12/14/2016,रू ३०.००
12/15/2016,रू ३०.००
12/16/2016,रू ३०.००
12/17/2016,रू ३०.००
12/18/2016,रू ३०.००
12/19/2016,रू ३०.००
12/20/2016,रू ३०.००
12/21/2016,रू ३०.००
12/22/2016,रू ३०.००
12/23/2016,रू ३०.००
12/24/2016,रू ३०.००
12/25/2016,रू ३०.००
12/26/2016,रू २९.००
12/27/2016,रू २९.००
12/28/2016,रू २९.००
12/29/2016,रू २९.००
12/30/2016,रू २९.००
12/31/2016,रू २९.००
01/01/2017,रू २९.००
01/02/2017,रू २९.००
01/03/2017,रू २९.००
01/04/2017,रू २९.००
01/05/2017,रू २९.००
01/06/2017,रू २६.००
01/07/2017,रू २६.००
01/08/2017,रू २६.००
01/09/2017,रू २६.००
01/10/2017,रू २६.००
01/11/2017,रू २६.००
01/12/2017,रू २५.००
01/13/2017,रू २५.००
01/14/2017,रू २५.००
01/15/2017,रू २५.००
01/16/2017,रू २५.००
01/17/2017,रू २५.००
01/18/2017,रू ४५.००
01/19/2017,रू २५.००
01/20/2017,रू २५.००
01/21/2017,रू २५.००
01/22/2017,रू २५.००
01/23/2017,रू २५.००
01/24/2017,रू २५.००
01/25/2017,रू २५.००
01/26/2017,रू २१.००
01/27/2017,रू २१.००
01/28/2017,रू २१.००
01/29/2017,रू २१.००
01/30/2017,रू २१.००
01/31/2017,रू २१.००
02/01/2017,रू २१.००
02/02/2017,रू २१.००
02/03/2017,रू २१.००
02/04/2017,रू २१.००
02/05/2017,रू २१.००
02/06/2017,रू २२.००
02/07/2017,रू २१.००
02/08/2017,रू २२.००
02/09/2017,रू २१.००
02/10/2017,रू २१.००
02/11/2017,रू २१.००
02/12/2017,रू २१.००
02/13/2017,रू २१.००
02/14/2017,रू २१.००
02/15/2017,रू २१.००
02/16/2017,रू २१.००
02/17/2017,रू २१.००
02/18/2017,रू २१.००
02/19/2017,रू १९.००
02/20/2017,रू १९.००
02/21/2017,रू १९.००
02/22/2017,रू १९.००
02/23/2017,रू १९.००
02/25/2017,रू १९.००
02/26/2017,रू १९.००
02/27/2017,रू १९.००
02/28/2017,रू १९.००
03/01/2017,रू १९.००
03/02/2017,रू १९.००
03/04/2017,रू १९.००
03/05/2017,रू १९.००
03/06/2017,रू १९.००
03/07/2017,रू १७.००
03/08/2017,रू १७.००
03/09/2017,रू १७.००
03/10/2017,रू १७.००
03/11/2017,रू १७.००
03/13/2017,रू १९.००
03/14/2017,रू १९.००
03/15/2017,रू १९.००
03/16/2017,रू १९.००
03/17/2017,रू १९.००
03/18/2017,रू १९.००
03/19/2017,रू १९.००
03/20/2017,रू १९.००
03/21/2017,रू १५.००
03/22/2017,रू १५.००
03/23/2017,रू १५.००
03/24/2017,रू १५.००
03/25/2017,रू १५.००
03/26/2017,रू १५.००
03/27/2017,रू १५.००
03/28/2017,रू १५.००
03/29/2017,रू १५.००
03/30/2017,रू १५.००
03/31/2017,रू १५.००
04/01/2017,रू १५.००
04/02/2017,रू १५.००
04/03/2017,रू १६.००
04/04/2017,रू १६.००
04/05/2017,रू १६.००
04/06/2017,रू १६.००
04/07/2017,रू १६.००
04/08/2017,रू १६.००
04/09/2017,रू १७.००
04/10/2017,रू १७.००
04/11/2017,रू १७.००
04/12/2017,रू १७.००
04/13/2017,रू १७.००
04/14/2017,रू १७.००
04/15/2017,रू १७.००
04/16/2017,रू २४.००
04/17/2017,रू २३.००
04/18/2017,रू २४.००
04/19/2017,रू २४.००
04/20/2017,रू २४.००
04/21/2017,रू २४.००
04/22/2017,रू २४.००
04/23/2017,रू २४.००
04/24/2017,रू २४.००
04/25/2017,रू २३.००
04/26/2017,रू २३.००
04/27/2017,रू २३.००
04/28/2017,रू २३.००
04/29/2017,रू २३.००
04/30/2017,रू २१.००
05/01/2017,रू २१.००
05/02/2017,रू २१.००
05/03/2017,रू २१.००
05/04/2017,रू २१.००
05/05/2017,रू २१.००
05/06/2017,रू २१.००
05/07/2017,रू २१.००
05/08/2017,रू २१.००
05/09/2017,रू २१.००
05/10/2017,रू २१.००
05/11/2017,रू २१.००
05/12/2017,रू २१.००
05/13/2017,रू २१.००
05/15/2017,रू २१.००
05/16/2017,रू २१.००
05/17/2017,रू २१.००
05/18/2017,रू २१.००
05/19/2017,रू २१.००
05/20/2017,रू २१.००
05/21/2017,रू २१.००
05/22/2017,रू २१.००
05/23/2017,रू २१.००
05/24/2017,रू २१.००
05/25/2017,रू २१.००
05/26/2017,रू २१.००
05/27/2017,रू २१.००
05/28/2017,रू २१.००
05/29/2017,रू २१.००
05/30/2017,रू २१.००
05/31/2017,रू २१.००
06/01/2017,रू २१.००
06/02/2017,रू २१.००
06/03/2017,रू २१.००
06/04/2017,रू २१.००
06/05/2017,रू २१.००
06/06/2017,रू २१.००
06/07/2017,रू २१.००
06/08/2017,रू २२.००
06/09/2017,रू २२.००
06/10/2017,रू २२.००
06/11/2017,रू २२.००
06/12/2017,रू २२.००
06/13/2017,रू २१.००
06/14/2017,रू २१.००
06/15/2017,रू २२.००
06/16/2017,रू २२.००
06/17/2017,रू २१.००
06/18/2017,रू २१.००
06/19/2017,रू २१.००
06/20/2017,रू २१.००
06/21/2017,रू २१.००
06/22/2017,रू २६.००
06/23/2017,रू २६.००
06/24/2017,रू २६.००
06/25/2017,रू २५.००
06/26/2017,रू २५.००
06/27/2017,रू २४.००
06/28/2017,रू २६.००
06/29/2017,रू २५.००
06/30/2017,रू २५.००
07/01/2017,रू २५.००
07/02/2017,रू २५.००
07/03/2017,रू २५.००
07/04/2017,रू २४.००
07/05/2017,रू २४.००
07/06/2017,रू २५.००
07/07/2017,रू २५.००
07/08/2017,रू २५.००
07/09/2017,रू २६.००
07/10/2017,रू २६.००
07/11/2017,रू २६.००
07/12/2017,रू २६.००
07/13/2017,रू २६.००
07/14/2017,रू २६.००
07/15/2017,रू २६.००
07/16/2017,रू २६.००
07/17/2017,रू २५.००
07/18/2017,रू २६.००
07/19/2017,रू २६.००
07/20/2017,रू २६.००
07/21/2017,रू २६.००
07/22/2017,रू २६.००
07/23/2017,रू २६.००
07/24/2017,रू २६.००
07/25/2017,रू २६.००
07/26/2017,रू २७.००
07/27/2017,रू २६.००
07/28/2017,रू २६.००
07/29/2017,रू २६.००
07/30/2017,रू २७.००
07/31/2017,रू २७.००
08/01/2017,रू २७.००
08/02/2017,रू २७.००
08/03/2017,रू ३१.००
08/04/2017,रू ३२.००
08/05/2017,रू ३२.००
08/06/2017,रू ३२.००
08/07/2017,रू ३२.००
08/08/2017,रू ३१.००
08/09/2017,रू ३२.००
08/10/2017,रू ३२.००
08/11/2017,रू ३२.००
08/12/2017,रू ३१.००
08/13/2017,रू ३२.००
08/14/2017,रू ३३.००
08/15/2017,रू ३२.००
08/16/2017,रू ३१.००
08/17/2017,रू ३३.००
08/18/2017,रू ३४.००
08/19/2017,रू ३४.००
08/20/2017,रू ३४.००
08/21/2017,रू ३४.००
08/22/2017,रू ३४.००
08/23/2017,रू ३४.००
08/24/2017,रू ३४.००
08/25/2017,रू ३४.००
08/26/2017,रू ३४.००
08/27/2017,रू ३१.००
08/28/2017,रू ३१.००
08/29/2017,रू ३१.००
08/30/2017,रू ३१.००
08/31/2017,रू ३१.००
09/01/2017,रू ३२.००
09/02/2017,रू ३२.००
09/03/2017,रू ३१.००
09/04/2017,रू ३१.००
09/05/2017,रू ३१.००
09/06/2017,रू ३२.००
09/07/2017,रू ३१.००
09/08/2017,रू ३१.००
09/09/2017,रू ३२.००
09/10/2017,रू ३१.००
09/11/2017,रू ३१.००
09/12/2017,रू ३१.००
09/13/2017,रू ३१.००
09/14/2017,रू ३१.००
09/15/2017,रू ३१.००
09/16/2017,रू ३१.००
09/17/2017,रू ३१.००
09/18/2017,रू ३१.००
09/20/2017,रू ३१.००
09/21/2017,रू ३१.००
09/22/2017,रू ३१.००
09/23/2017,रू ३१.००
09/24/2017,रू ३१.००
09/25/2017,रू ३१.००
09/26/2017,रू ३१.००
09/27/2017,रू ३१.००
09/28/2017,रू ३१.००
09/29/2017,रू ३२.००
09/30/2017,रू ३२.००
10/01/2017,रू ३२.००
10/02/2017,रू ३१.००
10/03/2017,रू ३१.००
10/04/2017,रू ३१.००
10/05/2017,रू ३२.००
10/06/2017,रू ३२.००
10/07/2017,रू ३२.००
10/08/2017,रू ३४.००
10/09/2017,रू ३४.००
10/10/2017,रू ३५.००
10/11/2017,रू ३४.००
10/12/2017,रू ३४.००
10/13/2017,रू ३४.००
10/14/2017,रू ३४.००
10/15/2017,रू ३२.००
10/16/2017,रू ३१.००
10/17/2017,रू ३१.००
10/18/2017,रू ३१.००
10/19/2017,रू ३१.००
10/20/2017,रू ३१.००
10/21/2017,रू ३१.००
10/22/2017,रू ४६.००
10/23/2017,रू ४९.००
10/24/2017,रू ४६.००
10/25/2017,रू ४२.००
10/26/2017,रू ४२.००
10/27/2017,रू ४२.००
10/28/2017,रू ४२.००
10/29/2017,रू ४४.००
10/30/2017,रू ४४.००
10/31/2017,रू ४४.००
11/01/2017,रू ४४.००
11/02/2017,रू ४४.००
11/03/2017,रू ४४.००
11/04/2017,रू ४४.००
11/05/2017,रू ४४.००
11/06/2017,रू ४४.००
11/07/2017,रू ४४.००
11/08/2017,रू ४४.००
11/09/2017,रू ४२.००
11/10/2017,रू ४२.००
11/11/2017,रू ४२.००
11/12/2017,रू ४२.००
11/13/2017,रू ४२.००
11/14/2017,रू ४१.००
11/15/2017,रू ४२.००
11/16/2017,रू ३८.००
11/17/2017,रू ३८.००
11/18/2017,रू ३४.००
11/19/2017,रू ३६.००
11/20/2017,रू ३६.००
11/21/2017,रू ३४.००
11/22/2017,रू ३४.००
11/23/2017,रू ३४.००
11/24/2017,रू ३४.००
11/25/2017,रू ३४.००
11/26/2017,रू ३४.००
11/27/2017,रू ३४.००
11/28/2017,रू ३४.००
11/29/2017,रू ३१.००
11/30/2017,रू ३३.००
12/01/2017,रू ३२.००
12/02/2017,रू ३१.००
12/03/2017,रू ३१.००
12/04/2017,रू ३२.००
12/05/2017,रू ३२.००
12/06/2017,रू ३२.००
12/08/2017,रू ३१.००
12/09/2017,रू ३२.००
12/10/2017,रू ३६.००
12/11/2017,रू ३६.००
12/12/2017,रू ३६.००
12/13/2017,रू ३६.००
12/14/2017,रू ३५.००
12/15/2017,रू ३६.००
12/16/2017,रू ३६.००
12/17/2017,रू ३६.००
12/18/2017,रू ३६.००
12/19/2017,रू ३६.००
12/20/2017,रू ३६.००
12/27/2017,रू ३६.००
12/28/2017,रू ३६.००
12/29/2017,रू ३६.००
12/30/2017,रू ३६.००
12/31/2017,रू ३६.००
01/01/2018,रू ३५.००
01/02/2018,रू ३२.००
01/03/2018,रू ३२.००
01/04/2018,रू ३१.००
01/05/2018,रू ३१.००
01/06/2018,रू ३१.००
01/07/2018,रू २९.००
01/08/2018,रू २९.००
01/09/2018,रू २९.००
01/10/2018,रू २९.००
01/11/2018,रू २९.००
01/12/2018,रू २९.००
01/13/2018,रू २९.००
01/14/2018,रू २९.००
01/16/2018,रू २९.००
01/17/2018,रू २६.००
01/18/2018,रू २६.००
01/19/2018,रू २६.००
01/20/2018,रू २६.००
01/21/2018,रू २६.००
01/22/2018,रू २६.००
01/23/2018,रू २५.००
01/24/2018,रू २४.००
01/25/2018,रू २४.००
01/26/2018,रू २४.००
01/27/2018,रू २४.००
01/28/2018,रू २४.००
01/29/2018,रू २४.००
01/30/2018,रू २४.००
01/31/2018,रू २४.००
02/01/2018,रू २४.००
02/02/2018,रू २२.००
02/03/2018,रू २२.००
02/04/2018,रू २१.००
02/05/2018,रू २१.००
02/06/2018,रू २१.००
02/07/2018,रू २१.००
02/08/2018,रू २१.००
02/09/2018,रू २१.००
02/10/2018,रू २१.००
02/11/2018,रू २१.००
02/12/2018,रू २२.००
02/13/2018,रू २१.००
02/14/2018,रू २१.००
02/15/2018,रू २१.००
02/16/2018,रू २१.००
02/17/2018,रू २१.००
02/18/2018,रू २१.००
02/19/2018,रू २१.००
02/20/2018,रू २१.००
02/21/2018,रू २१.००
02/22/2018,रू २१.००
02/23/2018,रू २१.००
02/24/2018,रू २२.००
02/25/2018,रू २२.००
02/26/2018,रू २१.००
02/27/2018,रू २४.००
02/28/2018,रू २३.००
03/01/2018,रू २३.००
03/02/2018,रू २३.००
03/03/2018,रू २३.००
03/05/2018,रू २३.००
03/06/2018,रू २३.००
03/07/2018,रू २३.००
03/08/2018,रू २३.००
03/09/2018,रू २२.००
03/10/2018,रू ३८.००
03/11/2018,रू २३.००
03/12/2018,रू २२.००
03/13/2018,रू २१.००
03/14/2018,रू २२.००
03/15/2018,रू २१.००
03/16/2018,रू २३.००
03/17/2018,रू २३.००
03/18/2018,रू २४.००
03/19/2018,रू २४.००
03/20/2018,रू २३.००
03/21/2018,रू २३.००
03/22/2018,रू २३.००
03/23/2018,रू २३.००
03/24/2018,रू २३.००
03/25/2018,रू २३.००
03/26/2018,रू २३.००
03/27/2018,रू २४.००
03/28/2018,रू २४.००
03/29/2018,रू २४.००
03/30/2018,रू २५.००
03/31/2018,रू २७.००
04/01/2018,रू २९.००
04/02/2018,रू २९.००
04/03/2018,रू २९.००
04/04/2018,रू ३१.००
04/05/2018,रू ३१.००
04/06/2018,रू ३४.००
04/07/2018,रू ३४.००
04/08/2018,रू ३४.००
04/09/2018,रू ३४.००
04/10/2018,रू ३४.००
04/11/2018,रू ३२.००
04/12/2018,रू ३३.००
04/13/2018,रू ३३.००
04/14/2018,रू ३३.००
04/15/2018,रू २९.००
04/16/2018,रू २९.००
04/17/2018,रू २९.००
04/18/2018,रू ३०.००
04/19/2018,रू ३१.००
04/20/2018,रू ३१.००
04/21/2018,रू ३२.००
04/22/2018,रू ३२.००
04/23/2018,रू ३१.००
04/24/2018,रू ३०.००
04/25/2018,रू ३१.००
04/26/2018,रू ३१.००
04/27/2018,रू ३१.००
04/28/2018,रू ३२.००
04/29/2018,रू ३१.००
04/30/2018,रू ३१.००
05/01/2018,रू ३१.००
05/02/2018,रू ३१.००
05/03/2018,रू ३१.००
05/04/2018,रू ३२.००
05/05/2018,रू ३०.००
05/06/2018,रू ३१.००
05/07/2018,रू ३१.००
05/08/2018,रू ३१.००
05/09/2018,रू ३१.००
05/10/2018,रू ३०.००
05/11/2018,रू २९.००
05/12/2018,रू २९.००
05/13/2018,रू २९.००
05/14/2018,रू २९.००
05/15/2018,रू २९.००
05/16/2018,रू २९.००
05/17/2018,रू २९.००
05/18/2018,रू २८.००
05/19/2018,रू २९.००
05/20/2018,रू २९.००
05/21/2018,रू २९.००
05/22/2018,रू २९.००
05/23/2018,रू २६.००
05/24/2018,रू २६.००
05/25/2018,रू २६.००
05/26/2018,रू २७.००
05/27/2018,रू २६.००
05/28/2018,रू २६.००
05/29/2018,रू २८.००
05/30/2018,रू ३१.००
05/31/2018,रू ३०.००
06/01/2018,रू ३१.००
06/02/2018,रू ३१.००
06/03/2018,रू ३२.००
06/04/2018,रू ३३.००
06/05/2018,रू ३४.००
06/06/2018,रू ३४.००
06/07/2018,रू ३४.००
06/08/2018,रू ३४.००
06/09/2018,रू ३४.००
06/10/2018,रू ३२.००
06/11/2018,रू ३२.००
06/12/2018,रू ३२.००
06/13/2018,रू ३२.००
06/14/2018,रू ३२.००
06/15/2018,रू ३२.००
06/16/2018,रू ३२.००
06/17/2018,रू ३२.००
06/18/2018,रू ३२.००
06/19/2018,रू ३२.००
06/20/2018,रू ३३.००
06/21/2018,रू ३३.००
06/22/2018,रू ३४.००
06/23/2018,रू ३४.००
06/24/2018,रू ३४.००
06/25/2018,रू ३५.००
06/26/2018,रू ३५.००
06/27/2018,रू ३५.००
06/28/2018,रू ३५.००
06/29/2018,रू ३६.००
06/30/2018,रू ३६.००
07/01/2018,रू ३६.००
07/02/2018,रू ३५.००
07/03/2018,रू ३९.००
07/04/2018,रू ३७.००
07/05/2018,रू ३८.००
07/06/2018,रू ३७.००
07/07/2018,रू ३७.००
07/08/2018,रू ३९.००
07/09/2018,रू ३९.००
07/10/2018,रू ३९.००
07/11/2018,रू ३९.००
07/12/2018,रू ३९.००
07/13/2018,रू ३९.००
07/14/2018,रू ३९.००
07/15/2018,रू ३९.००
07/16/2018,रू ३९.००
07/17/2018,रू ३९.००
07/18/2018,रू ४२.००
07/19/2018,रू ४३.००
07/20/2018,रू ४२.००
07/21/2018,रू ४२.००
07/22/2018,रू ४३.००
07/23/2018,रू ४२.००
07/24/2018,रू ४२.००
07/25/2018,रू ४२.००
07/26/2018,रू ४२.००
07/27/2018,रू ४२.००
07/28/2018,रू ४३.००
07/29/2018,रू ४२.००
07/30/2018,रू ४३.००
07/31/2018,रू ४२.००
08/01/2018,रू ४२.००
08/02/2018,रू ४२.००
08/03/2018,रू ४२.००
08/04/2018,रू ४३.००
08/05/2018,रू ४२.००
08/06/2018,रू ४२.००
08/07/2018,रू ४५.००
08/08/2018,रू ४५.००
08/09/2018,रू ४५.००
08/10/2018,रू ४५.००
08/11/2018,रू ४५.००
08/12/2018,रू ४६.००
08/13/2018,रू ४६.००
08/14/2018,रू ४६.००
08/15/2018,रू ४६.००
08/16/2018,रू ४६.००
08/17/2018,रू ४६.००
08/18/2018,रू ४६.००
08/19/2018,रू ४६.००
08/20/2018,रू ४६.००
08/21/2018,रू ४६.००
08/22/2018,रू ४६.००
08/23/2018,रू ४६.००
08/24/2018,रू ४६.००
08/25/2018,रू ४६.००
08/26/2018,रू ४६.००
08/27/2018,रू ४६.००
08/28/2018,रू ४६.००
08/29/2018,रू ४६.००
08/30/2018,रू ४६.००
08/31/2018,रू ४६.००
09/01/2018,रू ४६.००
09/02/2018,रू ४६.००
09/03/2018,रू ४६.००
09/04/2018,रू ४८.००
09/05/2018,रू ४८.००
09/06/2018,रू ४८.००
09/07/2018,रू ४९.००
09/08/2018,रू ४९.००
09/09/2018,रू ५२.००
09/10/2018,रू ५२.००
09/11/2018,रू ५२.००
09/12/2018,रू ५२.००
09/13/2018,रू ५२.००
09/14/2018,रू ५६.००
09/15/2018,रू ५७.००
09/16/2018,रू ५६.००
09/17/2018,रू ५६.००
09/18/2018,रू ५६.००
09/19/2018,रू ५८.००
09/20/2018,रू ५६.००
09/21/2018,रू ५६.००
09/22/2018,रू ५७.००
09/23/2018,रू ५८.००
09/24/2018,रू ५९.००
09/25/2018,रू ६२.००
09/26/2018,रू ५६.००
09/27/2018,रू ५२.००
09/28/2018,रू ५२.००
09/29/2018,रू ५२.००
09/30/2018,रू ५२.००
10/01/2018,रू ५२.००
10/02/2018,रू ५२.००
10/03/2018,रू ५२.००
10/04/2018,रू ५२.००
10/05/2018,रू ५२.००
10/06/2018,रू ५२.००
10/07/2018,रू ५२.००
10/08/2018,रू ५३.००
10/09/2018,रू ५२.००
10/10/2018,रू ५३.००
10/11/2018,रू ५२.००
10/12/2018,रू ५२.००
10/13/2018,रू ५२.००
10/14/2018,रू ५२.००
10/15/2018,रू ५८.००
10/16/2018,रू ५८.००
10/17/2018,रू ६२.००
10/18/2018,रू ५९.००
10/19/2018,रू ५९.००
10/20/2018,रू ६२.००
10/21/2018,रू ६२.००
10/22/2018,रू ७३.००
10/23/2018,रू ७१.००
10/24/2018,रू ७०.००
10/25/2018,रू ६८.००
10/26/2018,रू ७०.००
10/27/2018,रू ६९.००
10/28/2018,रू ६९.००
10/29/2018,रू ६८.००
10/30/2018,रू ६२.००
10/31/2018,रू ५९.००
11/01/2018,रू ५५.००
11/02/2018,रू ५५.००
11/03/2018,रू ५१.००
11/04/2018,रू ५२.००
11/05/2018,रू ५०.००
11/06/2018,रू ५१.००
11/07/2018,रू ५२.००
11/08/2018,रू ५२.००
11/09/2018,रू ५५.००
11/10/2018,रू ५५.००
11/11/2018,रू ५५.००
11/12/2018,रू ५५.००
11/13/2018,रू ५१.००
11/14/2018,रू ५१.००
11/15/2018,रू ५१.००
11/16/2018,रू ४७.००
11/17/2018,रू ४९.००
11/18/2018,रू ४९.००
11/19/2018,रू ४७.००
11/20/2018,रू ४७.००
11/21/2018,रू ५१.००
11/22/2018,रू ५२.००
11/23/2018,रू ५५.००
11/24/2018,रू ५५.००
11/25/2018,रू ५२.००
11/26/2018,रू ५२.००
11/27/2018,रू ५१.००
11/28/2018,रू ५१.००
11/29/2018,रू ४९.००
11/30/2018,रू ४९.००
12/01/2018,रू ४९.००
12/02/2018,रू ४८.००
12/03/2018,रू ४६.००
12/04/2018,रू ४६.००
12/05/2018,रू ४२.००
12/06/2018,रू ४६.००
12/07/2018,रू ४७.००
12/08/2018,रू ४७.००
12/09/2018,रू ४६.००
